# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f             16:(.)rho_smg            17:(.)p_smg              18:M*^2_smg              19:D_M*^2_smg            20:kineticity_smg        21:braiding_smg          22:tensor_excess_smg     23:Mpl_running_smg       24:c_s^2                 25:kin (D)               26:phi_smg               27:phi'                  28:phi''                 29:E0                    30:E1                    31:E2                    32:E3                 
       9.326212236467e+13       8.690109267061e-26       4.969479050487e-09       1.876595376799e+22       1.419767965149e+04       1.522341470632e-10       1.324105736952e+18       2.869287227188e-09       2.081614238066e+44       2.007286022473e+33       1.070432204430e+34       1.439995970028e+44       3.521610208222e+44       7.866632593980e-07       1.433565615563e+01       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      2.850665753711e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      2.850665753711e-112       1.000000000000e+01      -3.397335965811e-48      -1.024084029474e-38       3.521610208222e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       9.261382558557e+13       8.812196612154e-26       5.004039849155e-09       1.850596348696e+22       1.419767965149e+04       1.532997860927e-10       1.314901426963e+18       2.889372237778e-09       2.024334923493e+44       1.965716344691e+33       1.048264201800e+34       1.400371922189e+44       3.424706845806e+44       8.653295853377e-07       1.303241468694e+01       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      3.529738719108e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      3.529738719108e-112       1.000000000000e+01      -3.754111406137e-48      -1.027084491751e-38       3.424706845806e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       9.197003533820e+13       8.935999162358e-26       5.040419637226e-09       1.824957520491e+22       1.419767965149e+04       1.543728845953e-10       1.305761099268e+18       2.909597843442e-09       1.968631751039e+44       1.925007549759e+33       1.026555285078e+34       1.361838200434e+44       3.330469951595e+44       9.439959112775e-07       1.194638012969e+01       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      4.299500239759e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      4.299500239759e-112       1.000000000000e+01      -4.114484165010e-48      -1.030362923206e-38       3.330469951595e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       9.133072029613e+13       9.061541014590e-26       5.074980435893e-09       1.799673901844e+22       1.419767965149e+04       1.554534947875e-10       1.296684309105e+18       2.929965028346e-09       1.914461350355e+44       1.885141809313e+33       1.005295946873e+34       1.324364802504e+44       3.238826152978e+44       1.022662237217e-06       1.102742781202e+01       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      5.165683241583e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      5.165683241583e-112       1.000000000000e+01      -4.478585006718e-48      -1.033918345428e-38       3.238826152978e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       9.069584935067e+13       9.188846604304e-26       5.109541234560e-09       1.774740571555e+22       1.419767965149e+04       1.565416692510e-10       1.287670614801e+18       2.950474783545e-09       1.861781544500e+44       1.846101664207e+33       9.844768766862e+33       1.287922551704e+44       3.149704096320e+44       1.101328563157e-06       1.023975439688e+01       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      6.134368674850e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      6.134368674850e-112       1.000000000000e+01      -4.846546703164e-48      -1.037749867396e-38       3.149704096320e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       9.006539160940e+13       9.317940710247e-26       5.145921022631e-09       1.750152676601e+22       1.419767965149e+04       1.576374609358e-10       1.278719577757e+18       2.971128107029e-09       1.810551317110e+44       1.807870016861e+33       9.640889568334e+33       1.252483074188e+44       3.063034391413e+44       1.179994889097e-06       9.557104103752e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      7.212005781119e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      7.212005781119e-112       1.000000000000e+01      -5.218504086817e-48      -1.041856684615e-38       3.063034391413e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.943931639464e+13       9.448848459285e-26       5.182300810702e-09       1.725905431199e+22       1.419767965149e+04       1.587409231623e-10       1.269830762420e+18       2.991926003779e-09       1.760730780457e+44       1.770430123776e+33       9.441232584526e+33       1.218018776869e+44       2.978749557439e+44       1.258661215036e-06       8.959785097268e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      8.405433531033e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      8.405433531033e-112       1.000000000000e+01      -5.594594104642e-48      -1.046238078276e-38       2.978749557439e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.881759324194e+13       9.581595331290e-26       5.218680598773e-09       1.701994115865e+22       1.419767965149e+04       1.598521096245e-10       1.261003736266e+18       3.012869485805e-09       1.712281144397e+44       1.733765588201e+33       9.245710375927e+33       1.184502825930e+44       2.896783970437e+44       1.337327540976e-06       8.432738915075e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      9.721903300310e-112       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      9.721903300310e-112       1.000000000000e+01      -5.974955873025e-48      -1.050893414455e-38       2.896783970437e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.820019189865e+13       9.716207164099e-26       5.255060386844e-09       1.678414076504e+22       1.419767965149e+04       1.609710743919e-10       1.252238069777e+18       3.033959572205e-09       1.665164686162e+44       1.697860352951e+33       9.054237313847e+33       1.151909125936e+44       2.817073812206e+44       1.415993866916e-06       7.964253419793e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      1.116910285513e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      1.116910285513e-111       1.000000000000e+01      -6.359730733716e-48      -1.055822143338e-38       2.817073812206e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.758708232239e+13       9.852710158547e-26       5.291440174915e-09       1.655160723500e+22       1.419767965149e+04       1.620978719126e-10       1.243533336422e+18       3.055197289211e-09       1.619344720997e+44       1.662698693376e+33       8.866729542914e+33       1.120212299513e+44       2.739557020615e+44       1.494660192855e-06       7.545082187172e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      1.275518172224e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      1.275518172224e-111       1.000000000000e+01      -6.749062310816e-48      -1.061023798473e-38       2.739557020615e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.697823467963e+13       9.991130883564e-26       5.329638952389e-09       1.632229530822e+22       1.419767965149e+04       1.632325570160e-10       1.234889112634e+18       3.076583670235e-09       1.574785573591e+44       1.628265210475e+33       8.683104944350e+33       1.089387667590e+44       2.664173241284e+44       1.573326518795e-06       7.167828077813e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      1.448877802332e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      1.448877802332e-111       1.000000000000e+01      -7.143096568838e-48      -1.066497996060e-38       2.664173241284e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.637361934422e+13       1.013149628135e-25       5.366018740460e-09       1.609616035144e+22       1.419767965149e+04       1.643751849151e-10       1.226304977789e+18       3.098119755927e-09       1.531452550303e+44       1.594544824150e+33       8.503283100008e+33       1.059411230187e+44       2.590863780591e+44       1.651992844735e-06       6.826502931250e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      1.637904685795e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      1.637904685795e-111       1.000000000000e+01      -7.541981871849e-48      -1.072244434261e-38       2.590863780591e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.577320689594e+13       1.027383367260e-25       5.404217517935e-09       1.587315834979e+22       1.419767965149e+04       1.655258112095e-10       1.217780514190e+18       3.119806594218e-09       1.489311912148e+44       1.561522766602e+33       8.327185257149e+33       1.030259647725e+44       2.519571559972e+44       1.730659170674e-06       6.516207343466e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      1.843569032407e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      1.843569032407e-111       1.000000000000e+01      -7.945869043740e-48      -1.078262892542e-38       2.519571559972e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.517696811911e+13       1.041817076187e-25       5.440597306006e-09       1.565324589817e+22       1.419767965149e+04       1.666844918880e-10       1.209315307041e+18       3.141645240377e-09       1.448330848532e+44       1.529184575866e+33       8.154734293961e+33       1.001910222853e+44       2.450241071482e+44       1.809325496614e-06       6.232893980706e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      2.066898927013e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      2.066898927013e-111       1.000000000000e+01      -8.354911429628e-48      -1.084553231049e-38       2.450241071482e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.458487400110e+13       1.056453564290e-25       5.478796083480e-09       1.543638019284e+22       1.419767965149e+04       1.678512833312e-10       1.200908944430e+18       3.163636757060e-09       1.408477451701e+44       1.497516089474e+33       7.985854685772e+33       9.743408827802e+43       2.382818334576e+44       1.887991822554e-06       5.973190064844e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      2.308983687847e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      2.308983687847e-111       1.000000000000e+01      -8.769264958439e-48      -1.091115390000e-38       2.382818334576e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.399689573098e+13       1.071295680415e-25       5.518813850358e-09       1.522251902308e+22       1.419767965149e+04       1.690262423145e-10       1.192561017308e+18       3.185782214359e-09       1.369720691899e+44       1.466503438254e+33       7.820472471984e+33       9.475301620876e+43       2.317250854079e+44       1.966658148493e-06       5.734262462250e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      2.570977418529e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      2.570977418529e-111       1.000000000000e+01      -9.189088206674e-48      -1.097949389113e-38       2.317250854079e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.341300469809e+13       1.086346313429e-25       5.557012627833e-09       1.501162076299e+22       1.419767965149e+04       1.702094260107e-10       1.184271119472e+18       3.208082689860e-09       1.332030393209e+44       1.436133040258e+33       7.658515223678e+33       9.214571860147e+43       2.253487579315e+44       2.045324474433e-06       5.513713906009e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      2.854102764830e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      2.854102764830e-111       1.000000000000e+01      -9.614542463403e-48      -1.105055327062e-38       2.253487579315e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.283317249065e+13       1.101608392786e-25       5.595211405307e-09       1.480364436333e+22       1.419767965149e+04       1.714008919928e-10       1.176038847539e+18       3.230539268688e-09       1.295377210060e+44       1.406391594810e+33       7.499912011892e+33       8.961016542075e+43       2.191478864357e+44       2.123990800373e-06       5.309502279861e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      3.159654888004e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      3.159654888004e-111       1.000000000000e+01      -1.004579179651e-47      -1.112433380954e-38       2.191478864357e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.225737089439e+13       1.117084889097e-25       5.635229172185e-09       1.459854934360e+22       1.419767965149e+04       1.726006982368e-10       1.167863800933e+18       3.253153043569e-09       1.259732604374e+44       1.377266076684e+33       7.344593376562e+33       8.714438249120e+43       2.131176429373e+44       2.202657126312e-06       5.119877198437e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      3.489005667111e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      3.489005667111e-111       1.000000000000e+01      -1.048300312021e-47      -1.120083805835e-38       2.131176429373e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.168557189115e+13       1.132778814703e-25       5.673427949660e-09       1.439629578413e+22       1.419767965149e+04       1.738089031244e-10       1.159745581860e+18       3.275925114874e-09       1.225068823350e+44       1.348743730398e+33       7.192491296098e+33       8.474644996041e+43       2.072533323040e+44       2.281323452252e-06       4.943329708835e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      3.843608143500e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      3.843608143500e-111       1.000000000000e+01      -1.092634626389e-47      -1.128006934224e-38       2.072533323040e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.111774765755e+13       1.148693224271e-25       5.713445716538e-09       1.419684431831e+22       1.419767965149e+04       1.750255654463e-10       1.151683795293e+18       3.298856590678e-09       1.191358877855e+44       1.320812064629e+33       7.043539157598e+33       8.241450080408e+43       2.015503885980e+44       2.359989778191e-06       4.778552051874e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      4.225001221376e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      4.225001221376e-111       1.000000000000e+01      -1.137599404224e-47      -1.136203175672e-38       2.015503885980e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       8.055387056360e+13       1.164831215379e-25       5.753463483416e-09       1.400015612491e+22       1.419767965149e+04       1.762507444044e-10       1.143678048950e+18       3.321948586812e-09       1.158576521410e+44       1.293458846740e+33       6.897671727671e+33       8.014671937242e+43       1.960043715216e+44       2.438656104131e-06       4.624405211491e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      4.634814639150e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      4.634814639150e-111       1.000000000000e+01      -1.183212232682e-47      -1.144673016342e-38       1.960043715216e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.999391317140e+13       1.181195929124e-25       5.793481250294e-09       1.380619292057e+22       1.419767965149e+04       1.774844996153e-10       1.135727953277e+18       3.345202226920e-09       1.126696229752e+44       1.266672097427e+33       6.754825123871e+33       7.794133997646e+43       1.906109629597e+44       2.517322430071e-06       4.479892548632e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      5.074774227157e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      5.074774227157e-111       1.000000000000e+01      -1.229491011896e-47      -1.153417018622e-38       1.906109629597e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.943784823376e+13       1.197790550732e-25       5.835318006575e-09       1.361491695231e+22       1.419767965149e+04       1.787268911126e-10       1.127833121427e+18       3.368618642508e-09       1.095693180968e+44       1.240440085469e+33       6.614936786718e+33       7.579664551331e+43       1.853659636180e+44       2.595988756010e-06       4.344138228976e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      5.546707468172e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      5.546707468172e-111       1.000000000000e+01      -1.276453962413e-47      -1.162435820756e-38       1.853659636180e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.888564869291e+13       1.214618310179e-25       5.875335773453e-09       1.342629099019e+22       1.419767965149e+04       1.799779793504e-10       1.119993169242e+18       3.392198973006e-09       1.065543236161e+44       1.214751322590e+33       6.477945452303e+33       7.371096612922e+43       1.802652897530e+44       2.674655081950e-06       4.216369457536e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      6.052549378137e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      6.052549378137e-111       1.000000000000e+01      -1.324119632774e-47      -1.171730136503e-38       1.802652897530e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.833728767915e+13       1.231682482819e-25       5.917172529735e-09       1.324027832007e+22       1.419767965149e+04       1.812378252058e-10       1.112207715235e+18       3.415944365816e-09       1.036222920658e+44       1.189594558432e+33       6.343791125452e+33       7.168267791942e+43       1.753049699927e+44       2.753321407889e-06       4.095901758749e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      6.594348725503e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      6.594348725503e-111       1.000000000000e+01      -1.372506907244e-47      -1.181300754821e-38       1.753049699927e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.779273850958e+13       1.248986390020e-25       5.957190296613e-09       1.305684273647e+22       1.419767965149e+04       1.825064899823e-10       1.104476380571e+18       3.439855976377e-09       1.007709405735e+44       1.164958775623e+33       6.212415053458e+33       6.971020166377e+43       1.704811422446e+44       2.831987733829e-06       3.982126709895e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      7.174274608621e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      7.174274608621e-111       1.000000000000e+01      -1.421635013695e-47      -1.191148539573e-38       1.704811422446e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.725197468677e+13       1.266533399813e-25       5.999027052894e-09       1.287594853549e+22       1.419767965149e+04       1.837840354121e-10       1.096798789048e+18       3.463934968211e-09       9.799804908407e+43       1.140833184955e+33       6.083759700345e+33       6.779200159717e+43       1.657900506885e+44       2.910654059769e-06       3.874501663682e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      7.794623411780e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      7.794623411780e-111       1.000000000000e+01      -1.471523531649e-47      -1.201274429256e-38       1.657900506885e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.671496989749e+13       1.284326927547e-25       6.040863809176e-09       1.269756050792e+22       1.419767965149e+04       1.850705236600e-10       1.089174567078e+18       3.488182512989e-09       9.530145863113e+43       1.117207220658e+33       5.957768721672e+33       6.592658421386e+43       1.612280428521e+44       2.989320385708e-06       3.772541093585e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      8.457826161624e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      8.457826161624e-111       1.000000000000e+01      -1.522192400466e-47      -1.211679436759e-38       1.612280428521e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
       7.618169801141e+13       1.302370436552e-25       6.084519554861e-09       1.252164393232e+22       1.419767965149e+04       1.863660173257e-10       1.081603343673e+18       3.512599790579e-09       9.267906965607e+43       1.094070535771e+33       5.834386939860e+33       6.411249710450e+43       1.567915667675e+44       3.067986711648e-06       3.675809270672e+00       3.622710676654e-08      -3.622710676654e-08       1.000000000000e+00       0.000000000000e+00      9.166456306958e-111       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      9.166456306958e-111       1.000000000000e+01      -1.573661927717e-47      -1.222364649136e-38       1.567915667675e+44      -0.000000000000e+00       1.000000000000e+00      -0.000000000000e+00 
